Module,Family,Method,Path,Mutation,Deprecated,Params,Body,Returns,Description,Role,UI,Priority,Wired(FE floor),Live@8000(tested)
"cache-stream","cache-stream","GET","/cache-stream/stream","","","token","","object","Cache SSE stream","ACCOUNTADMIN","Administration › Stream","P2","MISSING","not-probed"
"cache-stream","cache-stream","POST","/cache-stream/test-invalidation","yes","","","TestInvalidationRequest","object","Test cache invalidation","ACCOUNTADMIN","Administration › Test Invalidation","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/events","","","product_id, object_fqn, event_type, since_iso, limit, offset","","object","Catalog event timeline (PROJECT_EVENTS WHERE module=CATALOG)","BI_ANALYST","Catalog › Events","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/kpis","","","product_id, status, limit","","object","List KPI catalog entries","BI_ANALYST","Catalog › KPIs","P2","MISSING","served (gated)"
"Catalog","catalog","POST","/catalog/kpis","yes","","","CreateKpiBody","object","Create a KPI","RETAIL_DATA_ENGINEER","Catalog › KPIs","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/kpis/{kpi_id}","","","kpi_id*","","object","Get one KPI","BI_ANALYST","Catalog › KPIs","P2","MISSING","served (gated)"
"Catalog","catalog","POST","/catalog/kpis/{kpi_id}/validate","yes","","kpi_id*","","object","Flip KPI DRAFT → VALIDATED","RETAIL_GOVERNOR","Catalog › KPIs","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/objects/{object_fqn}/history","","","object_fqn*, since_hours, limit, include_data_access","","object","Per-object history — UNION of PROJECT_EVENTS + USER_REQUESTS + ACCOUNT_USAGE.ACCESS_HISTORY","BI_ANALYST","Catalog › Objects History","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/objects/{object_id}/360","","","object_id*, include_profile, sample_size, include_dependencies, include_usage, include_finops, include_recommendations, period","","object","Object 360 — superset of /deep-dive (adds usage  finops  recos  scores)","BI_ANALYST","Catalog › Objects 360","P2","MISSING","served (gated)"
"Catalog","catalog","POST","/catalog/objects/{object_id}/clustering/apply","yes","","object_id*","ClusteringApplyBody","object","Apply a clustering-key recommendation — ALTER TABLE <fqn> CLUSTER BY (<cols>)","RETAIL_DATA_ENGINEER","Catalog › Objects","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/objects/{object_id}/scores","","","object_id*","","object","Persisted scores for one object (None if never computed)","BI_ANALYST","Catalog › Objects Scores","P2","MISSING","served (gated)"
"Catalog","catalog","POST","/catalog/objects/{object_id}/scores/recompute","yes","","object_id*","","object","Compute + persist scores for one object","RETAIL_DATA_ENGINEER","Catalog › Objects Scores","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/overview","","","account_id","","object","Account-wide catalog snapshot","BI_ANALYST","Catalog › Overview","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/products","","","","","object","List data products + trust score","BI_ANALYST","Catalog › Products","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/products/{product_id}/assets","","","product_id*","","object","Objects bound to this product","BI_ANALYST","Catalog › Products Assets","P2","MISSING","served (gated)"
"Catalog","catalog","POST","/catalog/products/{product_id}/generate-kpis","yes","","product_id*","GenerateKpisBody","object","Auto-generate KPI drafts for a product","RETAIL_AI_ENGINEER","Catalog › Products","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/products/{product_id}/kpis","","","product_id*, status","","object","KPIs bound to product","BI_ANALYST","Catalog › Products KPIs","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/products/{product_id}/lineage","","","product_id*","","object","Anchor table + 1-hop neighbours","BI_ANALYST","Catalog › Products Lineage","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/products/{product_id}/overview","","","product_id*","","object","Product card + scoring + counts","BI_ANALYST","Catalog › Products Overview","P2","MISSING","served (gated)"
"Catalog","catalog","POST","/catalog/products/{product_id}/publish","yes","","product_id*","","object","Flip product DRAFT → PUBLISHED + emit event","RETAIL_GOVERNOR","Catalog › Products","P1","MISSING","mutation (not probed)"
"Catalog","catalog","POST","/catalog/products/{product_id}/recommend-model","yes","","product_id*","","object","Queue a Cortex model proposal for this product","RETAIL_AI_ENGINEER","Catalog › Products","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/profile/{database}/{schema}/{table}","","","database*, schema*, table*, sample_size","","object","Per-column null % + approx distinct (sampled ≤1000 rows  no full scan)","BI_ANALYST","Catalog › Profile","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/recommendations","","","product_id, object_fqn, severity, limit","","object","Open recommendations filtered by scope (account/product/object/severity)","BI_ANALYST","Catalog › Recommendations","P2","MISSING","served (gated)"
"Catalog","catalog","POST","/catalog/recommendations/{reco_id}/apply","yes","","reco_id*","ApplyRecoBody","object","Mark a recommendation as applied + cascade cache invalidation","RETAIL_DATA_ENGINEER","Catalog › Recommendations Apply","P1","MISSING","mutation (not probed)"
"Catalog","catalog","POST","/catalog/refresh","yes","","","RefreshBody","object","Trigger catalog refresh (sync or background)","RETAIL_DATA_ENGINEER","Catalog › Refresh","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/refresh/{run_id}","","","run_id*","","object","Refresh run status","BI_ANALYST","Catalog › Refresh","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/scores","","","","","object","Account-wide score rollup","BI_ANALYST","Catalog › Scores","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/sources","","","limit, offset","","object","Sources catalog — Snowflake DBs + connectors","BI_ANALYST","Catalog › Sources","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/tables/{database}/{schema}/{table}/context","","","database*, schema*, table*","","object","SmartRightBar Section 1 — table context (stats + tags + cost/dq)","BI_ANALYST","Catalog › Tables Context","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/tables/{database}/{schema}/{table}/governance","","","database*, schema*, table*","","object","SmartRightBar Section 3 — tags  masking/RLS policies  PII flags","BI_ANALYST","Catalog › Tables Governance","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/tables/{database}/{schema}/{table}/ingestion","","","database*, schema*, table*","","object","SmartRightBar Section 5 — last loads + tasks/streams (best-effort)","BI_ANALYST","Catalog › Tables Ingestion","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/tables/{database}/{schema}/{table}/lineage","","","database*, schema*, table*","","object","SmartRightBar Section 4 — 1-hop upstream + downstream lineage","BI_ANALYST","Catalog › Tables Lineage","P2","MISSING","served (gated)"
"Catalog","catalog","GET","/catalog/tables/{database}/{schema}/{table}/ownership","","","database*, schema*, table*","","object","SmartRightBar Section 6 — owner role + top reader users 30d","BI_ANALYST","Catalog › Tables Ownership","P2","MISSING","served (gated)"
"Catalog","catalog","POST","/catalog/tables/notify-consumers","yes","","","NotifyConsumersBody","object","Flag a table change for recent readers — records it in History + returns recent-reader count (no direct delivery: readers aren't resolvable to recipients)","RETAIL_DATA_ENGINEER","Catalog › Tables Notify Consumers","P1","MISSING","mutation (not probed)"
"Catalog","catalog","GET","/catalog/tags/flow","","","limit","","object","Tag usage aggregation — tag_name → count of tagged objects","BI_ANALYST","Catalog › Tags Flow","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/activity-feed","","","page, page_size, module_name, username","","object","Unified activity feed","ACCOUNTADMIN","Command Center › Activity Feed","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/audit/access-history","","","days, user, object_type, limit","","object","Data access audit trail","ACCOUNTADMIN","Command Center › Audit Access History","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/audit/login-history","","","days, user, status, limit","","object","Login audit trail","ACCOUNTADMIN","Command Center › Audit Login History","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/audit/query-history","","","days, user, warehouse, status, limit","","object","Query history audit table","ACCOUNTADMIN","Command Center › Audit Query History","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/cache-metrics","","","","","object","Cache  warming & per-endpoint call metrics (admin observability)","ACCOUNTADMIN","Command Center › Cache Metrics","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/clustering-costs","","","days","","object","Per-table auto-clustering cost","ACCOUNTADMIN","Command Center › Clustering Costs","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/cost-breakdown","","","days, warehouse, user","","object","Comprehensive cost intelligence","ACCOUNTADMIN","Command Center › Cost Breakdown","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/cost-by-service","","","days","","object","Credit cost by service type","ACCOUNTADMIN","Command Center › Cost By Service","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/cost-by-warehouse","","","days, warehouse","","object","Per-warehouse credit cost (compute/cloud split)","ACCOUNTADMIN","Command Center › Cost By Warehouse","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/cross-module","","","days, user, warehouse, database, role, module","","object","Cross-module intelligence with join queries","ACCOUNTADMIN","Command Center › Cross Module","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/dwh-proposal","","","days, view","","object","DWH improvement proposal — all pain points + audit/workflow CTAs (gov · dedup · perf · cost · DQ)","ACCOUNTADMIN","Command Center › Dwh Proposal","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/filter-options","","","days","","object","Smart filter options with counts","ACCOUNTADMIN","Command Center › Filter Options","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/infrastructure","","","days","","object","Snowflake infrastructure snapshot","ACCOUNTADMIN","Command Center › Infrastructure","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/kpis","","","days","","object","All four KPI dimensions (dq+gov+perf+cost) in one call","ACCOUNTADMIN","Command Center › KPIs","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/kpis/{dimension}","","","dimension*, days","","object","Exhaustive KPI scorecards + auditable detail table for one dimension (dq|gov|perf|cost)","ACCOUNTADMIN","Command Center › KPIs","P2","MISSING","served (gated)"
"Command Center","command-center","GET","/command-center/module-health","","","module","","object","Per-module health status","ACCOUNTADMIN","Command Center › Module Health","P2","MISSING","served (gated)"
